symbol,price,beta,mktCap,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,description,ceo,sector,country,city,state,zip,isEtf,isActivelyTrading,isAdr,isFund,date
ET,17.29,1.643,5.9199576800000005e-08,Energy Transfer LP,USD,1276187.0,US29273V1008,29273V100,New York Stock Exchange,NYSE,Oil & Gas Midstream,"Energy Transfer LP provides energy-related services. The company owns and operates approximately 11,600 miles of natural gas transportation pipeline, and three natural gas storage facilities in Texas and two natural gas storage facilities located in the state of Texas and Oklahoma; and 19,830 miles of interstate natural gas pipeline. It also sells natural gas to electric utilities, independent power plants, local distribution and other marketing companies, and industrial end-users. The company owns and operates natural gas gathering and natural gas liquid (NGL) pipeline, processing plant, and treating and conditioning facilities in Texas, New Mexico, West Virginia, Pennsylvania, Ohio, Oklahoma, Arkansas, Kansas, and Louisiana; natural gas gathering, oil pipeline, and oil stabilization facilities in South Texas; and a natural gas gathering system in Ohio, as well as transport and supplies water to natural gas producer in Pennsylvania. It owns approximately 5,215 miles of NGL pipeline; NGL and propane fractionation facilities; NGL storage facilities with working storage capacity of approximately 50 million barrels (MMBbls); and other NGL storage assets and terminal with an aggregate storage capacity of approximately 17 MMBbls. The company provides crude oil transportation, terminalling, acquisition, and marketing activities; and sells and distributes gasoline, middle distillate, and motor fuels and other petroleum product. It offers natural gas compression service; carbon dioxide and hydrogen sulfide removal, natural gas cooling, dehydration, and British thermal unit management service; and manages coal and natural resources properties, as well as sells standing timber, leases coal-related infrastructure facilities, collects oil and gas royalty, and generate electrical power. The company was formerly known as Energy Transfer Equity, L.P. and changed its name to Energy Transfer LP in October 2018. The company was founded in 1996 and is headquartered in Dallas, Texas.",Mr. Marshall S. McCrea III,Energy,US,Dallas,TX,75225,False,True,False,False,2024-12-02
NSC,261.26,1.302,5.91074624e-08,Norfolk Southern Corporation,USD,702165.0,US6558441084,655844108,New York Stock Exchange,NYSE,Railroads,"Norfolk Southern Corporation, together with its subsidiaries, engages in the rail transportation of raw materials, intermediate products, and finished goods in the United States. The company transports agriculture, forest, and consumer products comprising soybeans, wheat, corn, fertilizers, livestock and poultry feed, food products, food oils, flour, sweeteners, ethanol, lumber and wood products, pulp board and paper products, wood fibers, wood pulp, scrap paper, beverages, canned goods, and consumer products; chemicals consist of sulfur and related chemicals, petroleum products, chlorine and bleaching compounds, plastics, rubber, industrial chemicals, chemical wastes, and sand; metals and construction materials, such as steel, aluminum products, machinery, scrap metals, cement, aggregates, minerals, clay, transportation equipment, and military-related products; and automotive, including finished motor vehicles and automotive parts, as well as coal. It also transports overseas freight through various Atlantic and Gulf Coast ports; and provides commuter rail passenger transportation services and operates an intermodal network. As of December 31, 2021, the company operated approximately 19,300 route miles in 22 states and the District of Columbia. Norfolk Southern Corporation was incorporated in 1980 and is based in Atlanta, Georgia.",Mr. Mark R. George,Industrials,US,Atlanta,GA,30308-1925,False,True,False,False,2024-12-02
PCAR,112.26,0.89,5.885803026e-08,PACCAR Inc,USD,75362.0,US6937181088,693718108,NASDAQ Global Select,NASDAQ,Agricultural - Machinery,"PACCAR Inc designs, manufactures, and distributes light, medium, and heavy-duty commercial trucks in the United States, Europe, Mexico, South America, Australia, and internationally. It operates through three segments: Truck, Parts, and Financial Services. The Truck segment designs, manufactures, and distributes trucks for the over-the-road and off-highway hauling of commercial and consumer goods. It sells its trucks through a network of independent dealers under the Kenworth, Peterbilt, and DAF nameplates. The Parts segment distributes aftermarket parts for trucks and related commercial vehicles. The Financial Services segment conducts full-service leasing operations under the PacLease trade name, as well as provides finance and leasing products and services to customers and dealers. This segment also offers equipment financing and administrative support services for its franchisees; retail loan and leasing services for small, medium, and large commercial trucking companies, as well as independent owners/operators and other businesses; and truck inventory financing services to independent dealers. In addition, this segment offers loans and leases directly to customers for the acquisition of trucks and related equipment. The company also manufactures and markets industrial winches under the Braden, Carco, and Gearmatic nameplates. PACCAR Inc was founded in 1905 and is headquartered in Bellevue, Washington.",Mr. R. Preston Feight,Industrials,US,Bellevue,WA,98004,False,True,False,False,2024-12-02
SPG,180.27,1.768,5.88166929e-08,"Simon Property Group, Inc.",USD,1063761.0,US8288061091,828806109,New York Stock Exchange,NYSE,REIT - Retail,"Simon is a real estate investment trust engaged in the ownership of premier shopping, dining, entertainment and mixed-use destinations and an S&P 100 company (Simon Property Group, NYSE: SPG). Our properties across North America, Europe and Asia provide community gathering places for millions of people every day and generate billions in annual sales.",Mr. David E. Simon,Real Estate,US,Indianapolis,IN,46204,False,True,False,False,2024-12-02
PSA-PL,21.1,0.69,5.8790207557e-08,Public Storage,USD,1393311.0,US74460W5528,74460W552,New York Stock Exchange,NYSE,REIT - Industrial,"Public Storage, a member of the S&P 500 and FT Global 500, is a REIT that primarily acquires, develops, owns and operates self-storage facilities. At September 30, 2020, we had: (i) interests in 2,504 self-storage facilities located in 38 states with approximately 171 million net rentable square feet in the United States, (ii) an approximate 35% common equity interest in Shurgard Self Storage SA (Euronext Brussels:SHUR) which owned 239 self-storage facilities located in seven Western European nations with approximately 13 million net rentable square feet operated under the Shurgard brand and (iii) an approximate 42% common equity interest in PS Business Parks, Inc. (NYSE:PSB) which owned and operated approximately 28 million rentable square feet of commercial space at September 30, 2020. Our headquarters are located in Glendale, California.",Mr. Joseph D. Russell Jr.,Real Estate,US,Glendale,CA,91201,False,True,False,False,2024-12-02
ROP,548.23,1.029,5.878615467e-08,"Roper Technologies, Inc.",USD,882835.0,US7766961061,776696106,NASDAQ Global Select,NASDAQ,Industrial - Machinery,"Roper Technologies, Inc. designs and develops software, and engineered products and solutions. The company offers management, campus solutions, diagnostic and laboratory information management, enterprise management, information solutions, transportation management, financial and compliance management, and cloud-based financial analytics and performance management software; cloud-based software to the property and casualty insurance industry; and software, services, and technologies for foodservice operations. It also provides cloud-based data, collaboration, and estimating automation software; electronic marketplace; visual effects and 3D content software; wireless sensor network and solutions; cloud-based software for the life insurance and financial services industries; supply chain software; health care service and software; RFID card readers; data analytics and information; and pharmacy software solutions. In addition, the company offers precision rubber and polymer testing instruments, and data analysis software; ultrasound accessories; testing and analyzing plastic solutions; dispensers and metering pumps; control valves; precision weighing equipment; automated surgical scrub and linen dispensing equipment; water meters; optical and electromagnetic measurement systems; automated leak detection equipment; medical devices; products and services for water and gas utilities; and equipment and consumables. It also provides temperature control and emergency shutoff valves; turbomachinery control hardware, software, and services; specialized pumps; flow meter calibrators and controllers; vibration monitoring systems and controls; analytical instrument; drilling power section; and pressure and level sensors. The company was formerly known as Roper Industries, Inc. and changed its name to Roper Technologies, Inc. in April 2015. The company was incorporated in 1981 and is based in Sarasota, Florida.",Mr. Laurence Neil Hunn,Industrials,US,Sarasota,FL,34240,False,True,False,False,2024-12-02
SRE,92.19,0.759,5.839305381e-08,Sempra,USD,1032208.0,US8168511090,816851109,New York Stock Exchange,NYSE,Diversified Utilities,"Sempra operates as an energy-services holding company in the United States and internationally. The company's San Diego Gas & Electric Company segment provides electric services; and supplies natural gas. It offers electric services to approximately 3.6 million population and natural gas services to approximately 3.3 million population that covers 4,100 square miles. Its Southern California Gas Company segment owns and operates a natural gas distribution, transmission, and storage system that supplies natural gas to a population of approximately 22 million covering an area of 24,000 square miles. The company's Sempra Texas Utilities segment engages in the regulated transmission and distribution of electricity serving 3.8 million homes and businesses, and operation of 140,000 miles of transmission and distribution lines. Its transmission system includes 18,249 circuit miles of transmission lines, a total of 1,174 transmission and distribution substations, and interconnection to 130 third-party generation facilities totaling 45,403 megawatts. The company was formerly known as Sempra Energy and changed its name to Sempra in July 2021. Sempra was founded in 1998 and is headquartered in San Diego, California.",Mr. Jeffrey Walker Martin,Utilities,US,San Diego,CA,92101,False,True,False,False,2024-12-02
ITUB,5.96,0.555,5.8368296411000005e-08,Itaú Unibanco Holding S.A.,USD,1132597.0,US4655621062,465562106,New York Stock Exchange,NYSE,Banks - Regional,"Itaú Unibanco Holding S.A. offers a range of financial products and services to individuals and corporate customers in Brazil and internationally. The company operates through three segments: Retail Banking, Wholesale Banking, and Activities with the Market and Corporation. It offers various deposit products, as well as loans and credit cards; investment and commercial banking services; real estate lending services; financing and investment services; and leasing and foreign exchange services. The company also provides property and casualty insurance products covering loss, damage, or liabilities for assets or persons, as well as life insurance products covering death and personal accident; and reinsurance products. It serves retail customers, account and non-account holders, individuals and legal entities, high income clients, microenterprises, and small companies. The company was formerly known as Itaú Unibanco Banco Múltiplo S.A. and changed its name to Itaú Unibanco Holding S.A. in April 2009. The company was incorporated in 1924 and is headquartered in São Paulo, Brazil. Itaú Unibanco Holding S.A. is a subsidiary of IUPAR - Itaú Unibanco Participações S.A.",Mr. Milton  Maluhy Filho,Financial Services,BR,São Paulo,SP,04344-902,False,True,True,False,2024-12-02
SREA,24.36,0.54686785,5.8345174184999996e-08,SEMPRA ENERGY,USD,1032208.0,US8168516040,816851604,New York Stock Exchange,NYSE,Regulated Electric,"Sempra is an energy-service holding company, which engages in the development and operation of energy infrastructure, and provision of electric and gas services. It operates through the following segments: Sempra California, Sempra Texas Utilities, Sempra Infrastructure, and All Other. The Sempra California segment offers natural gas and electric service to Southern California and part of central California through Sempra’s wholly owned subsidiaries, SDG&E and SoCalGas. The Sempra Texas Utilities holds investment in Oncor Holdings. The Sempra Infrastructure includes the operating companies of subsidiary, SI Partners, as well as a holding company and certain services companies. The company was founded on October 11, 1996, and is headquartered in San Diego, CA.",,Utilities,US,San Diego,,,False,True,False,False,2024-12-02
TTD,118.15,1.47,5.8315766682e-08,"The Trade Desk, Inc.",USD,1671933.0,US88339J1051,88339J105,NASDAQ Global Market,NASDAQ,Software - Application,"Trade Desk, Inc. operates as a technology company in the United States and internationally. The company operates a self-service cloud-based platform that allows buyers to create, manage, and optimize data-driven digital advertising campaigns across various ad formats and channels, including display, video, audio, native, and social on various devices, such as computers, mobile devices, and connected TV. It also provides data and other value-added services. The company serves advertising agencies and other service providers for advertisers. The Trade Desk, Inc. was incorporated in 2009 and is headquartered in Ventura, California.",Mr. Jeffrey Terry Green,Technology,US,Ventura,CA,93001,False,True,False,False,2024-12-02
CCZ,61.15,0.07425066,5.7923358672e-08,Comcast Holdings Corp.,USD,1166691.0,US2003005079,200300507,New York Stock Exchange,NYSE,Broadcasting,"Comcast Holdings Corporation manages and operates broadband cable networks in the United States. The company, over its cable networks, primarily offers various services, including video, Internet, and phone. Its video services include cable networks, pay-per-view programming, digital cable, video-on-demand, high-definition television, and digital video recorder services. The company’s Internet services consist of multiple email addresses, online storage, and various value-added features. Comcast Holdings’ phone services comprise traditional circuit-switched local phone service, an array of associated calling features, and third-party long-distance services. The company also provides installation services and engages in third-party electronic retailing, Internet connectivity, and networked business applications. Comcast Holdings Corp. was formerly known as Comcast Corporation and changed its name to Comcast Holdings Corp. in November 2002. The company was incorporated in 1969 and is based in Philadelphia, Pennsylvania. Comcast Holdings Corporation operates as a subsidiary of Comcast Corporation.",,Communication Services,US,Philadelphia,,,False,True,False,False,2024-12-02
MET,83.33,1.039,5.76993586e-08,"MetLife, Inc.",USD,1099219.0,US59156R1086,59156R108,New York Stock Exchange,NYSE,Insurance - Life,"MetLife, Inc., a financial services company, provides insurance, annuities, employee benefits, and asset management services worldwide. It operates through five segments: U.S.; Asia; Latin America; Europe, the Middle East and Africa; and MetLife Holdings. The company offers life, dental, group short-and long-term disability, individual disability, pet insurance, accidental death and dismemberment, vision, and accident and health coverages, as well as prepaid legal plans; administrative services-only arrangements to employers; and general and separate account, and synthetic guaranteed interest contracts, as well as private floating rate funding agreements. It also provides pension risk transfers, institutional income annuities, structured settlements, and capital markets investment products; and other products and services, such as life insurance products and funding agreements for funding postretirement benefits, as well as company, bank, or trust-owned life insurance used to finance nonqualified benefit programs for executives. In addition, it provides fixed, indexed-linked, and variable annuities; and pension products; regular savings products; whole and term life, endowments, universal and variable life, and group life products; longevity reinsurance solutions; credit insurance products; and protection against long-term health care services. MetLife, Inc. was founded in 1863 and is headquartered in New York, New York.",Mr. Michel Abbas Khalaf,Financial Services,US,New York,NY,10166-0188,False,True,False,False,2024-12-02
GWW,1178.33,1.151,5.7384906666e-08,"W.W. Grainger, Inc.",USD,277135.0,US3848021040,384802104,New York Stock Exchange,NYSE,Industrial - Distribution,"W.W. Grainger, Inc. distributes maintenance, repair, and operating (MRO) products and services in the United States, Japan, Canada, the United Kingdom, and internationally. The company operates through two segments, High-Touch Solutions N.A. and Endless Assortment. It offers safety and security supplies, material handling and storage equipment, pumps and plumbing equipment, cleaning and maintenance supplies, and metalworking and hand tools. It also offers inventory management and technical support services. The company serves businesses, corporations, government entities, and other institutions through sales and service representatives, and electronic and ecommerce channels. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.",Mr. Donald G. Macpherson,Industrials,US,Lake Forest,IL,60045-5201,False,True,False,False,2024-12-02
MFC,32.66,1.06,5.72164008e-08,Manulife Financial Corporation,USD,1086888.0,CA56501R1064,56501R106,New York Stock Exchange,NYSE,Insurance - Life,"Manulife Financial Corporation, together with its subsidiaries, provides financial products and services in Asia, Canada, the United States, and internationally. The company operates through Wealth and Asset Management Businesses; Insurance and Annuity Products; And Corporate and Other segments. The Wealth and Asset Management Businesses segment provides mutual funds and exchange-traded funds, group retirement and savings products, and institutional asset management services through agents and brokers affiliated with the company, securities brokerage firms, and financial advisors pension plan consultants and banks. The Insurance and Annuity Products segment offers deposit and credit products; individual life, and individual and group long-term care insurance; and guaranteed and partially guaranteed annuity products through insurance agents, brokers, banks, financial planners, and direct marketing. The Corporate and Other segment is involved in property and casualty insurance and reinsurance businesses; and run-off reinsurance operations, including variable annuities, and accident and health. It also manages timberland and agricultural portfolios; and engages in insurance agency, portfolio and mutual fund management, mutual fund dealer, life, annuity, long-term care, and financial reinsurance; and fund management businesses. Additionally, the company holds and manages provides investment management, counseling, advisory, and dealer services. Manulife Financial Corporation was incorporated in 1887 and is headquartered in Toronto, Canada.",Mr. Roy  Gori,Financial Services,CA,Toronto,ON,M4W 1E5,False,True,False,False,2024-12-02
BK,78.29,1.06,5.692293662e-08,The Bank of New York Mellon Corporation,USD,1390777.0,US0640581007,064058100,New York Stock Exchange,NYSE,Asset Management,"The Bank of New York Mellon Corporation provides a range of financial products and services in the United States and internationally. The company operates through Securities Services, Market and Wealth Services, Investment and Wealth Management, and Other segments. The Securities Services segment offers custody, trust and depositary, accounting, exchange-traded funds, middle-office solutions, transfer agency, services for private equity and real estate funds, foreign exchange, securities lending, liquidity/lending services, prime brokerage, and data analytics. This segment also provides trustee, paying agency, fiduciary, escrow and other financial, issuer, and support services for brokers and investors. The Market and Wealth Services segment offers clearing and custody, investment, wealth and retirement solutions, technology and enterprise data management, trading, and prime brokerage services; and clearance and collateral management services. This segment also provides integrated cash management solutions, including payments, foreign exchange, liquidity management, receivables processing and payables management, and trade finance and processing services. The Investment and Wealth Management segment offers investment management strategies and distribution of investment products, investment management, custody, wealth and estate planning, private banking, investment, and information management services. The Other segment engages in the provision of leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit services. It serves central banks and sovereigns, financial institutions, asset managers, insurance companies, corporations, local authorities and high net-worth individuals, and family offices. The company was founded in 1784 and is headquartered in New York, New York.",Mr. Robin Antony Vince,Financial Services,US,New York,NY,10286,False,True,False,False,2024-12-02
BBVA,9.82,1.474,5.6487487799999995e-08,"Banco Bilbao Vizcaya Argentaria, S.A.",USD,842180.0,US05946K1016,05946K101,New York Stock Exchange,NYSE,Banks - Diversified,"Banco Bilbao Vizcaya Argentaria, S.A., together with its subsidiaries, provides retail banking, wholesale banking, and asset management services. It offers current accounts; and demand, savings, overnight, time, term, and subordinated deposits. The company also provides loan products; deals in securities; and manages pension and investment funds. In addition, it offers credit cards; corporate and investment banking services; insurance products and services; and real estate services. The company provides its products through online and mobile channels. As of December 31, 2021, it operated through a network of 6,083 branches and 29,148 ATMs. It operates in Spain, Mexico, South America, the United States, Turkey, Asia, and rest of Europe. Banco Bilbao Vizcaya Argentaria, S.A. was founded in 1857 and is headquartered in Bilbao, Spain.",Mr. Onur  Genc,Financial Services,ES,Bilbao,,48005,False,True,True,False,2024-12-02
JCI,84.4,1.306,5.63803816e-08,Johnson Controls International plc,USD,833444.0,IE00BY7QL619,G51502105,New York Stock Exchange,NYSE,Construction,"Johnson Controls International plc, together with its subsidiaries, engages in engineering, manufacturing, commissioning, and retrofitting building products and systems in the United States, Europe, the Asia Pacific, and internationally. It operates in four segments: Building Solutions North America, Building Solutions EMEA/LA, Building Solutions Asia Pacific, and Global Products. The company designs, sells, installs, and services heating, ventilating, air conditioning, controls, building management, refrigeration, integrated electronic security, integrated fire detection and suppression systems, and fire protection and security products for commercial, industrial, retail, small business, institutional, and governmental customers; and provides energy efficiency solutions and technical services, including inspection, scheduled maintenance, and repair and replacement of mechanical and control systems, as well as data-driven smart building solutions to non-residential building and industrial applications. It also offers controls software and software services for residential and commercial applications. Johnson Controls International plc was founded in 1885 and is headquartered in Cork, Ireland.",Mr. George R. Oliver,Industrials,IE,Cork,,T12 X8N6,False,True,False,False,2024-12-02
NXPI,217.04,1.494,5.516201824e-08,NXP Semiconductors N.V.,USD,1413447.0,NL0009538784,N6596X109,NASDAQ Global Select,NASDAQ,Semiconductors,"NXP Semiconductors N.V. offers various semiconductor products. The company's product portfolio includes microcontrollers; application processors, including i.MX application processors, and i.MX 8 and 9 family of applications processors; communication processors; wireless connectivity solutions, such as near field communications, ultra-wideband, Bluetooth low-energy, Zigbee, and Wi-Fi and Wi-Fi/Bluetooth integrated SoCs; analog and interface devices; radio frequency power amplifiers; and security controllers, as well as semiconductor-based environmental and inertial sensors, including pressure, inertial, magnetic, and gyroscopic sensors. The company's product solutions are used in a range of applications, including automotive, industrial and Internet of Things, mobile, and communication infrastructure. The company markets its products to various original equipment manufacturers, contract manufacturers, and distributors. It operates in China, the Netherlands, the United States, Singapore, Germany, Japan, South Korea, Malaysia, and internationally. The company was formerly known as KASLION Acquisition B.V and changed its name to NXP Semiconductors N.V. in May 2010. NXP Semiconductors N.V. was incorporated in 2006 and is headquartered in Eindhoven, the Netherlands.",Mr. Kurt  Sievers,Technology,NL,Eindhoven,,5656 AG,False,True,False,False,2024-12-02
FICO,2261.0,1.352,5.50506019e-08,Fair Isaac Corporation,USD,814547.0,US3032501047,303250104,New York Stock Exchange,NYSE,Software - Application,"Fair Isaac Corporation develops analytic, software, and data management products and services that enable businesses to automate, enhance, and connect decisions in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates through two segments, Scores and Software. The Software segment offers pre-configured decision management solution designed for various business problems or processes, such as marketing, account origination, customer management, customer engagement, fraud detection, financial crimes compliance, collection, and marketing, as well as associated professional services. This segment also provides FICO Platform, a modular software offering designed to support advanced analytic and decision use cases, as well as stand-alone analytic and decisioning software that can be configured by customers to address a wide range of business use cases. The Scores segment provides business-to-business scoring solutions and services for consumers that give clients access to analytics to be integrated into their transaction streams and decision-making processes, as well as business-to-consumer scoring solutions comprising myFICO.com subscription offerings. Fair Isaac Corporation markets its products and services primarily through its direct sales organization and indirect channels, as well as online. The company was formerly known as Fair Isaac & Company, Inc. and changed its name to Fair Isaac Corporation in July 1992. Fair Isaac Corporation was founded in 1956 and is headquartered in Bozeman, Montana.",Mr. William J. Lansing,Technology,US,Bozeman,MT,59715,False,True,False,False,2024-12-02
URI,836.0,1.682,5.48603264e-08,"United Rentals, Inc.",USD,1067701.0,US9113631090,911363109,New York Stock Exchange,NYSE,Rental & Leasing Services,"United Rentals, Inc., through its subsidiaries, operates as an equipment rental company. It operates in two segments, General Rentals and Specialty. The General Rentals segment rents general construction and industrial equipment includes backhoes, skid-steer loaders, forklifts, earthmoving equipment, and material handling equipment; aerial work platforms, such as boom and scissor lifts; and general tools and light equipment comprising pressure washers, water pumps, and power tools for construction and industrial companies, manufacturers, utilities, municipalities, homeowners, and government entities. The specialty segment rents specialty construction products, including trench safety equipment consists of trench shields, aluminum hydraulic shoring systems, slide rails, crossing plates, construction lasers, and line testing equipment for underground work; power and heating, ventilating, and air conditioning equipment, such as portable diesel generators, electrical distribution equipment, and temperature control equipment; fluid solutions equipment for fluid containment, transfer, and treatment; and mobile storage equipment and modular office space. This segment serves construction companies involved in infrastructure projects, and municipalities and industrial companies. It also sells aerial lifts, reach forklifts, telehandlers, compressors, and generators; construction consumables, tools, small equipment, and safety supplies; and parts for equipment that is owned by its customers, as well as provides repair and maintenance services. The company sells used equipment through its sales force, brokers, website, directly to manufacturers, and at auctions. The company operates a network of 1,360 rental locations in the United States, Canada, Europe, Australia, and New Zealand. United Rentals, Inc. was incorporated in 1997 and is headquartered in Stamford, Connecticut.",Mr. Matthew J. Flannery,Industrials,US,Stamford,CT,06902,False,True,False,False,2024-12-02
CPRT,56.67,1.271,5.4594461250000005e-08,"Copart, Inc.",USD,900075.0,US2172041061,217204106,NASDAQ Global Select,NASDAQ,Auto - Dealerships,"Copart, Inc. provides online auctions and vehicle remarketing services in the United States, Canada, the United Kingdom, Brazil, the Republic of Ireland, Germany, Finland, the United Arab Emirates, Oman, Bahrain, and Spain. It offers a range of services for processing and selling vehicles over the internet through its virtual bidding third generation internet auction-style sales technology to vehicle sellers, insurance companies, banks and finance companies, charities, fleet operators, dealers, vehicle rental companies, and individuals. The company's services include online seller access, salvage estimation, estimating, end-of-life vehicle processing, virtual insured exchange, transportation, vehicle inspection stations, on-demand reporting, title processing and procurement, loan payoff, flexible vehicle processing programs, buy it now, member network, sales process, and dealer services. Its services also comprise services to sell vehicles through CashForCars.com; U-Pull-It service that allows buyer to remove valuable parts and sell the remaining parts and car body; copart 360, an online technology for posting vehicle images; membership tiers for those registering to buy vehicles through Copart.com; and virtual queue to secure a place in line while visiting one of its locations. The company sells its products principally to licensed vehicle dismantlers, rebuilders, repair licensees, used vehicle dealers, and exporters, as well as to the public. The company was incorporated in 1982 and is headquartered in Dallas, Texas.",Mr. Jeffrey  Liaw,Consumer Cyclical,US,Dallas,TX,75254,False,True,False,False,2024-12-02
AMP,562.44,1.334,5.4564891623999995e-08,"Ameriprise Financial, Inc.",USD,820027.0,US03076C1062,03076C106,New York Stock Exchange,NYSE,Asset Management,"Ameriprise Financial, Inc., through its subsidiaries, provides various financial products and services to individual and institutional clients in the United States and internationally. It operates through four segments: Advice & Wealth Management, Asset Management, Retirement & Protection Solutions, and Corporate & Other. The Advice & Wealth Management segment provides financial planning and advice; brokerage products and services for retail and institutional clients; discretionary and non-discretionary investment advisory accounts; mutual funds; insurance and annuities products; cash management and banking products; and face-amount certificates. The Asset Management segment offers investment management and advice, and investment products to retail, high net worth, and institutional clients through unaffiliated third-party financial institutions and institutional sales force. This segment products also include U.S. mutual funds and their non-U.S. equivalents, exchange-traded funds, variable product funds underlying insurance, and annuity separate accounts; and institutional asset management products, such as traditional asset classes, separately managed accounts, individually managed accounts, collateralized loan obligations, hedge funds, collective funds, and property and infrastructure funds. The Retirement & Protection Solutions segment provides variable annuity products to individual clients, as well as life and DI insurance products to retail clients. The company was formerly known as American Express Financial Corporation and changed its name to Ameriprise Financial, Inc. in September 2005. Ameriprise Financial, Inc. was founded in 1894 and is headquartered in Minneapolis, Minnesota.",Mr. William Frederick Truscott,Financial Services,US,Minneapolis,MN,55474,False,True,False,False,2024-12-02
PSX,130.91,1.319,5.406438999e-08,Phillips 66,USD,1534701.0,US7185461040,718546104,New York Stock Exchange,NYSE,Oil & Gas Refining & Marketing,"Phillips 66 operates as an energy manufacturing and logistics company. It operates through four segments: Midstream, Chemicals, Refining, and Marketing and Specialties (M&S). The Midstream segment transports crude oil and other feedstocks; delivers refined petroleum products to market; provides terminaling and storage services for crude oil and refined petroleum products; transports, stores, fractionates, exports, and markets natural gas liquids; provides other fee-based processing services; and gathers, processes, transports, and markets natural gas. The Chemicals segment produces and markets ethylene and other olefin products; aromatics and styrenics products, such as benzene, cyclohexane, styrene, and polystyrene; and various specialty chemical products, including organosulfur chemicals, solvents, catalysts, and chemicals used in drilling and mining. The Refining segment refines crude oil and other feedstocks into petroleum products, such as gasolines, distillates, aviation, and renewable fuels at 12 refineries in the United States and Europe. The M&S segment purchases for resale and markets refined petroleum products, including gasolines, distillates, and aviation fuels primarily in the United States and Europe. This segment also manufactures and markets specialty products, such as base oils and lubricants. The company was founded in 1875 and is headquartered in Houston, Texas.",Mr. Mark E. Lashier,Energy,US,Houston,TX,77042,False,True,False,False,2024-12-02
DHI,161.61,1.744,5.2691324399999996e-08,"D.R. Horton, Inc.",USD,882184.0,US23331A1097,23331A109,New York Stock Exchange,NYSE,Residential Construction,"D.R. Horton, Inc. operates as a homebuilding company in East, North, Southeast, South Central, Southwest, and Northwest regions in the United States. It engages in the acquisition and development of land; and construction and sale of residential homes in 31 states and 98 markets under the names of D.R. Horton, America's Builder, Express Homes, Emerald Homes, and Freedom Homes. The company constructs and sells single-family detached homes; and attached homes, such as town homes, duplexes, and triplexes. It also provides mortgage financing services; and title insurance policies, and examination and closing services, as well as engages in the residential lot development business. In addition, the company develops, constructs, owns, leases, and sells multi-family and single-family rental properties; owns non-residential real estate, including ranch land and improvements; and owns and operates energy related assets. It primarily serves homebuyers. D.R. Horton, Inc. was founded in 1978 and is headquartered in Arlington, Texas.",Mr. Paul J. Romanowski,Consumer Cyclical,US,Arlington,TX,76011,False,True,False,False,2024-12-02
AZO,3107.53,0.713,5.2530619379e-08,"AutoZone, Inc.",USD,866787.0,US0533321024,053332102,New York Stock Exchange,NYSE,Specialty Retail,"AutoZone, Inc. retails and distributes automotive replacement parts and accessories. The company offers various products for cars, sport utility vehicles, vans, and light trucks, including new and remanufactured automotive hard parts, maintenance items, accessories, and non-automotive products. Its products include A/C compressors, batteries and accessories, bearings, belts and hoses, calipers, chassis, clutches, CV axles, engines, fuel pumps, fuses, ignition and lighting products, mufflers, radiators, starters and alternators, thermostats, and water pumps, as well as tire repairs. In addition, the company offers maintenance products, such as antifreeze and windshield washer fluids; brake drums, rotors, shoes, and pads; brake and power steering fluids, and oil and fuel additives; oil and transmission fluids; oil, cabin, air, fuel, and transmission filters; oxygen sensors; paints and accessories; refrigerants and accessories; shock absorbers and struts; spark plugs and wires; and windshield wipers. Further, it provides air fresheners, cell phone accessories, drinks and snacks, floor mats and seat covers, interior and exterior accessories, mirrors, performance products, protectants and cleaners, sealants and adhesives, steering wheel covers, stereos and radios, tools, and wash and wax products, as well as towing services. Additionally, the company provides a sales program that offers commercial credit and delivery of parts and other products; sells automotive diagnostic and repair software under the ALLDATA brand through alldata.com and alldatadiy.com; and automotive hard parts, maintenance items, accessories, and non-automotive products through autozone.com. As of November 20, 2021, it operated 6,066 stores in the United States; 666 stores in Mexico; and 53 stores in Brazil. The company was founded in 1979 and is based in Memphis, Tennessee.",Mr. Philip B. Daniele III,Consumer Cyclical,US,Memphis,TN,38103,False,True,False,False,2024-12-02
