symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,volume,avgVolume,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
ODDS,Pacer BlueStar Digital Entertainment ETF,26.78,0.8473,0.225,26.78,26.78,26.78,19.0,0.000969409,24.75908,22.65192,NASDAQ,15.0,346.0,26.78,26.555,0.90603054,29.56,,36199.0,1733259600
ODFL,"Old Dominion Freight Line, Inc.",218.59,-2.7841,-6.26,217.455,222.99,233.26,165.49,46.66852782,206.6932,198.8734,NASDAQ,1182479.0,1389933.0,221.89,224.85,5.71,38.28,2025-01-29T13:30:00.000+0000,213498000.0,1733259600
ODIDX,Oaktree Diversified Income Fund Inc.,9.29,0.1078,0.01,9.29,9.29,9.3,8.87,0.0,9.1986,9.1299,NASDAQ,0.0,0.0,9.29,9.28,,,,0.0,1733274053
ODMCX,JPMorgan SMID Cap Equity Fund,11.99,-0.0833,-0.01,11.99,11.99,12.12,9.5,0.417647862,11.4616,10.7127,NASDAQ,0.0,0.0,11.99,12.0,0.0,,,34833016.0,1733274104
ODP,The ODP Corporation,25.24,2.5599,0.63,24.45,25.309,58.98,23.69,0.760183368,28.8988,38.6122,NASDAQ,698269.0,565585.0,24.64,24.61,0.97,26.02,2025-02-26T05:00:00.000+0000,30118200.0,1733259600
ODT,"Odonate Therapeutics, Inc.",1.12,-4.2735004,-0.04999995,1.1107,1.2,28.41,0.85,0.0,1.3904,2.8107,NASDAQ,716440.0,959817.0,1.16,1.17,-2.711,-0.4131316857248248,2021-11-10T05:00:00.000+0000,0.0,0
ODVIX,Invesco Developing Markets Fund Class R6,39.12,0.4622,0.18,39.12,39.12,42.54,36.06,36.370290408,40.6004,39.76475,NASDAQ,0.0,0.0,39.12,38.94,7.187,5.44,,929710900.0,1733274053
ODVWZ,Osisko Development Corp. Warrant expiring 5/27/2027,0.22,10.0,0.02,0.22,0.22,0.22,0.22,0.018656022,0.0,0.0,NASDAQ,272.0,0.0,0.22,0.2,,,,84800099.0,1733259600
OEG,"Orbital Energy Group, Inc.",0.6431,8.084033,0.048099995,0.5801,0.695,,,0.10765494,,,NASDAQ,3024102.0,,0.6,0.595,-1.19,-0.5404201680672269,2022-08-15T04:00:00.000+0000,167400000.0,1659326400
OEPW,One Equity Partners Open Water I Corp.,10.07,-0.0992,-0.01,10.07,10.16,10.55,9.68,0.0,10.008146,9.870294,NASDAQ,4022.0,208495.0,10.16,10.08,0.22,45.77272727272727,,0.0,1670528890
OEPWU,One Equity Partners Open Water I Corp.,10.05,-0.1986,-0.02,10.04,10.09,10.09,9.8,0.0,9.99608,9.892021,NASDAQ,16390.0,9707.0,10.08,10.07,0.127,79.13,,0.0,1670533171
OEPWW,One Equity Partners Open Water I Corp.,0.0003,0.0,0.0,0.0002,0.0003,0.0003,0.0002,0.0,0.0,0.0,NASDAQ,145080.0,0.0,0.0003,0.0003,0.0,0.0,,0.0,1670533189
OESX,"Orion Energy Systems, Inc.",0.84,0.3584,0.003,0.8197,0.868,1.53,0.81,0.027641628,0.8976,0.9447,NASDAQ,63510.0,54282.0,0.84,0.837,-0.25,-3.36,2025-02-05T05:00:00.000+0000,32906700.0,1733259600
OFED,Oconee Federal Financial Corp.,13.1,-8.0702,-1.15,13.1,13.51,14.5,10.69,0.073481437,13.7972,13.18055,NASDAQ,500.0,234.0,13.51,14.25,0.73,17.95,2025-01-20T10:59:00.000+0000,5609270.0,1733254956
OFIX,Orthofix Medical Inc.,19.34,0.1554,0.03,19.0,19.34,20.73,10.38,0.739062628,16.9256,15.1982,NASDAQ,159328.0,263239.0,19.16,19.31,-3.14,-6.16,2025-03-03T10:59:00.000+0000,38214200.0,1733259600
OFLX,"Omega Flex, Inc.",48.8,-2.7113,-1.36,48.465,49.35,85.92,43.86,0.49260184,50.475,57.24865,NASDAQ,10474.0,21003.0,48.465,50.16,1.81,26.96,2024-10-30T20:15:00.000+0000,10094300.0,1733259600
OFS,OFS Capital Corporation,8.22,-0.8444,-0.07,8.15,8.29,12.41,7.75,0.110132382,8.1342,9.0507,NASDAQ,42351.0,64047.0,8.29,8.29,-0.09,-91.33,2025-02-28T12:00:00.000+0000,13398100.0,1733259600
OFSSH,OFS Capital Corporation 4.95% Notes due 2028,22.6,0.6681,0.15,22.6,22.6,22.66,21.12,0.11107005,22.42278,22.185715,NASDAQ,1266.0,2090.0,22.6,22.45,0.0,,2022-12-31T00:00:00.000+0000,4914604.0,1733259600
OFSSI,Ofs Capital Corp 5.95% Notes Due 2026,25.09,0.0398733,0.0100002,25.08,25.09,27.22,22.75,0.0,25.21488,25.31048,NASDAQ,0.0,5755.0,25.08,25.08,,0.0,,0.0,0
OFSSZ,OFS Capital Corporation - 6.50%,25.19,0.0,0.0,25.17,25.19,25.57,11.37,0.0,25.150322,24.01391,NASDAQ,3593.0,2303.0,25.17,25.19,0.0,,,0.0,1615488539
OGI,OrganiGram Holdings Inc.,1.47,-3.2895,-0.05,1.445,1.545,2.91,1.2,0.15960231,1.6838,1.80705,NASDAQ,584992.0,466036.0,1.51,1.52,-1.79,-0.82,2024-12-17T13:30:00.000+0000,108573000.0,1733259600
OGMIX,Invesco Gold & Special Minerals Fund Class R6,28.95,1.4366,0.41,28.95,28.95,32.24,19.6,2.274062046,29.702,26.4263,NASDAQ,0.0,0.0,28.95,28.54,,,,78551366.0,1733274053
OGSXX,JPMorgan U.S. Government Money Market Fund Premier,1.0,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,NASDAQ,0.0,0.0,,,,,,0.0,1733288791
OHAA,OPY Acquisition Corp. I,10.49,0.191,0.02,10.48,10.49,10.9,9.8,0.055453602,10.453,10.348023,NASDAQ,17660.0,3011.0,10.48,10.47,-0.09,-116.55555555555556,2023-03-31T00:00:00.000+0000,5286330.0,1703708365
OHAAU,OPY Acquisition Corp. I,10.76,3.0651,0.32,10.46,10.76,10.76,9.6,0.055453597,10.44,10.236393,NASDAQ,1.0,131.0,10.46,10.44,-0.078,-137.94871794871796,2023-03-31T00:00:00.000+0000,5153680.0,1698689022
OHAAW,OPY Acquisition Corp. I,0.0028,0.0,0.0,0.001,0.0028,0.0028,0.001,0.055453602,0.0,0.0,NASDAQ,13911.0,0.0,0.0025,0.0028,0.0,,2023-03-31T00:00:00.000+0000,19804857857.0,1731618000
OHPA,Orion Acquisition Corp.,10.08,0.0993,0.01,10.07,10.08,12.665,9.65,0.0,10.0172,9.855211,NASDAQ,23662.0,127494.0,10.07,10.07,0.2,50.4,,0.0,1669925663
OHPAU,Orion Acquisition Corp.,10.075,0.4487,0.045,10.075,10.075,12.03,9.545,0.0,9.996406,9.868261,NASDAQ,100.0,143762.0,10.075,10.03,0.275,36.63636363636363,,0.0,1669923305
OHPAW,Orion Acquisition Corp.,0.0003,0.0,0.0,0.0003,0.0003,0.0003,0.0003,0.0,0.0,0.0,NASDAQ,154.0,0.0,0.0003,0.0003,0.0,0.0,,0.0,1669909208
OIEIX,JPMorgan Equity Income A,26.62,-0.5975,-0.16,26.62,26.62,26.95,21.73,45.790158771,25.9158,24.35325,NASDAQ,0.0,0.0,26.62,26.78,,,,1720141201.0,1733274105
OIEJX,JPMorgan Equity Income Fund Class R6,27.18,-0.6216,-0.17,27.18,27.18,27.52,22.17,45.779051749,26.4636,24.86485,NASDAQ,0.0,0.0,27.18,27.35,0.0,,,1684291823.0,1733274053
OIFIX,Optimum Fixed Income Fund,8.46,-0.1181,-0.01,8.46,8.46,8.64,7.91,2.691585784,8.441,8.2689,NASDAQ,0.0,0.0,8.46,8.47,,,,318154348.0,1733274105
OIG,"Orbital Infrastructure Group, Inc.",0.3801,-27.2536,-0.1424,0.3801,0.5201,34.24,0.38,0.001784026,2.62858,4.88641,NASDAQ,592321.0,71373.0,0.5015,0.5225,-63.53,-0.00598300015740595,2023-11-07T00:00:00.000+0000,4693570.0,1693252800
OIGIX,Invesco Oppenheimer International Growth Fund Class R6,37.13,0.5416,0.2,37.13,37.13,39.68,33.85,6.38675692,37.2564,37.1015,NASDAQ,0.0,0.0,37.13,36.93,,,,172010690.0,1733274053
OIIEX,Optimum International Fund Institutional Class,13.26,0.6834,0.09,13.26,13.26,13.72,11.2,0.81141137,13.2242,12.74735,NASDAQ,0.0,0.0,13.26,13.17,,,,61192411.0,1733274105
OIIM,O2Micro International Limited,4.9,0.0,0.0,4.8889,4.93,4.93,2.85,0.1430163,4.659144,4.098456,NASDAQ,0.0,215093.0,4.9,4.9,0.18,27.22222222222222,2023-05-04T12:30:00.000+0000,29187000.0,1677790804
OILGX,Optimum Large Cap Growth Fund,26.78,0.6011,0.16,26.78,26.78,26.78,19.11,2.044277357,25.487,23.7641,NASDAQ,0.0,0.0,26.78,26.62,,,,76335973.0,1733274105
OILVX,Optimum Large Cap Value Fund Class I,20.92,-0.5231,-0.11,20.92,20.92,21.17,16.63,1.86608764,20.5828,19.3932,NASDAQ,0.0,0.0,20.92,21.03,,,,89201130.0,1733274105
OISGX,Optimum Small Cap Growth Fund Class I,15.23,-0.1311,-0.02,15.23,15.23,15.35,11.65,0.476814733,14.3422,13.62315,NASDAQ,0.0,0.0,15.23,15.25,4.464,3.41,,31307599.0,1733274105
OISVX,Optimum Small-Mid Cap Value Fund,16.67,-0.5963,-0.1,16.67,16.67,16.93,13.08,0.682747406,15.8922,14.92315,NASDAQ,0.0,0.0,16.67,16.77,,,,40956653.0,1733274105
OKSB,38864,,,,,,,,0.0,0.0,0.0,NASDAQ,0.0,0.0,,,,0.0,2017-06-30T00:00:00.000+0000,0.0,1561759658
OKTA,"Okta, Inc.",81.71,1.0637,0.86,79.58,81.88,114.5,70.56,13.27084794,75.0256,88.9379,NASDAQ,7020353.0,2144628.0,81.23,80.85,-0.81,-100.88,2024-12-03T21:00:00.000+0000,162414000.0,1733259600
OKUR,"OnKure Therapeutics, Inc.",14.63,-2.1405,-0.32,14.25,15.19,77.6,9.8,0.185111766,17.0166,16.2409,NASDAQ,67248.0,51497.0,14.79,14.95,0.08,182.88,2025-03-26T12:00:00.000+0000,12652889.0,1733259600
OKYO,OKYO Pharma Limited,1.01,-2.8846,-0.03,1.01,1.04,2.12,0.808,0.034225177,1.06592,1.259605,NASDAQ,27577.0,61460.0,1.03,1.04,-0.57,-1.77,2025-08-05T12:00:00.000+0000,33886314.0,1733259600
OLB,"The OLB Group, Inc.",1.919,3.172,0.059,1.865,2.1009,11.7,1.36,0.004130379,2.19216,3.495165,NASDAQ,53610.0,65696.0,1.9,1.86,-6.93,-0.28,2025-01-03T15:00:00.000+0000,2152360.0,1733259600
OLD,The Long-Term Care ETF,29.8283,-0.3065,-0.0917,29.63,29.92,34.308,24.29,0.031752911,31.172132,32.231834,NASDAQ,946.0,6659.0,29.9131,29.92,0.0,,,1064523.0,1633982402
OLED,Universal Display Corporation,164.36,-0.7548,-1.25,163.4535,165.89,237.0,148.75,7.800755704,191.0728,186.295,NASDAQ,364008.0,534282.0,163.97,165.61,4.98,33.0,2025-02-20T10:59:00.000+0000,47461400.0,1733259600
OLGAX,JPMorgan Large Cap Growth A,79.4,0.5445,0.43,79.4,79.4,79.4,55.62,97.779809194,76.078,70.99115,NASDAQ,0.0,0.0,79.4,78.97,,,,1231483743.0,1733274105
OLIT,OmniLit Acquisition Corp.,8.44,6.2972,0.5,7.8,9.49,19.5,7.55,0.051819228,10.45799,10.360231,NASDAQ,167620.0,78904.0,8.81,7.94,-0.03,-281.3333333333333,2023-03-31T00:00:00.000+0000,6139719.0,1699390800
OLITU,OmniLit Acquisition Corp.,9.1,-4.2105,-0.4,8.89,9.6,15.74,8.64,0.055818708,10.4754,10.312679,NASDAQ,4463.0,1173.0,9.6,9.5,0.0,0.0,2023-03-31T00:00:00.000+0000,6133924.0,1699389050
OLITW,OmniLit Acquisition Corp.,0.08,33.3333,0.02,0.0659,0.08,0.08,0.0659,0.000427844,0.0,0.0,NASDAQ,60059.0,0.0,0.0659,0.06,0.0,0.0,2023-03-31T00:00:00.000+0000,5348049.0,1699390798
OLK,Olink Holding AB (publ),26.08,0.3077,0.08,25.98,26.08,26.09,14.1,3.24286544,24.3875,23.552675,NASDAQ,1885999.0,545957.0,26.0,26.0,-0.27,-96.5925925925926,2024-08-07T12:30:00.000+0000,124343000.0,1720555200
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",97.31,-2.5633,-2.56,94.15,98.0,104.98,68.05,5.969812804,94.9516,87.92092,NASDAQ,1088246.0,997266.0,96.35,99.87,3.28,29.67,2024-12-10T13:30:00.000+0000,61348400.0,1733259600
OLMA,"Olema Pharmaceuticals, Inc.",10.0,-2.0568,-0.21,9.88,10.2,16.775,7.675,0.572978,11.2988,11.80785,NASDAQ,766874.0,499052.0,10.13,10.21,-2.28,-4.39,2025-03-03T12:00:00.000+0000,57297800.0,1733259600
OLPX,"Olaplex Holdings, Inc.",2.07,-1.4286,-0.03,2.02,2.13,2.98,1.19,1.372250196,2.0432,1.864025,NASDAQ,1500880.0,2972561.0,2.09,2.1,0.06,34.5,2025-02-26T13:30:00.000+0000,662922800.0,1733259600
OLVAX,JPMorgan Large Cap Value Fund Class A,23.68,-0.546,-0.13,23.68,23.68,23.94,18.69,4.828584964,22.6244,21.0242,NASDAQ,0.0,0.0,23.68,23.81,0.0,,,203909838.0,1733274105
OM,"Outset Medical, Inc.",1.18,30.3723,0.2749,0.87,1.23,6.37,0.435,0.06199956,0.66752,2.21316,NASDAQ,2135872.0,920779.0,0.9056,0.9051,-2.74,-0.43,2025-01-06T13:30:00.000+0000,52542000.0,1733259600
OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",65.08,3.4165,2.15,62.84,65.48,90.53,59.08,3.124913234,66.9848,71.5367,NASDAQ,51676.0,80131.0,63.39,62.93,5.07,12.84,2025-02-20T13:30:00.000+0000,48016491.0,1733259601
OMCC,Old Market Capital Corporation,5.91,-0.6723,-0.04,5.81,5.99,7.55,5.29,0.039597,6.0418,6.38945,NASDAQ,28800.0,12120.0,5.98,5.95,-3.41,-1.73,2025-01-27T12:00:00.000+0000,6700000.0,1733259600
OMCL,"Omnicell, Inc.",46.9,-1.4809,-0.705,45.76,47.37,55.75,25.12,2.17225792,44.535,35.0353,NASDAQ,526967.0,579387.0,47.29,47.605,-0.4,-117.25,2025-02-06T13:30:00.000+0000,46316800.0,1733259600
OMEG,Omega Alpha SPAC,10.1,0.1984,0.02,10.09,10.12,10.12,9.71,0.0,10.048002,9.921141,NASDAQ,33020.0,41930.0,10.11,10.08,0.0,0.0,,0.0,1672174798
OMER,Omeros Corporation,11.06,-7.4477,-0.89,10.62,12.2403,12.49,2.28,0.640924788,5.2922,4.28905,NASDAQ,854394.0,685668.0,11.94,11.95,-3.14,-3.52,2025-02-26T12:00:00.000+0000,57949800.0,1733259600
OMEX,"Odyssey Marine Exploration, Inc.",0.4201,-43.6259,-0.3251,0.411,0.58,5.572,0.303,0.009128941,0.5813,3.30073,NASDAQ,4785189.0,8303606.0,0.564,0.7452,0.6,0.7,2025-02-26T12:00:00.000+0000,21730400.0,1733259600
OMGA,"Omega Therapeutics, Inc.",0.9494,-2.8548,-0.0279,0.92,1.0,6.3,0.75,0.05256467,1.07648,2.035695,NASDAQ,177775.0,295560.0,0.9608,0.9773,-1.32,-0.72,2025-03-06T12:00:00.000+0000,55366200.0,1733259600
OMGNX,Invesco Main Street Fund,60.75,0.0989,0.06,60.75,60.75,60.75,46.91,11.430659007,59.0352,55.383,NASDAQ,0.0,0.0,60.75,60.69,1.72,35.32,,188158996.0,1733274105
OMH,Ohmyhome Limited,0.389,2.3684,0.009,0.3803,0.39,6.0,0.315,0.00886023,0.41508,0.580315,NASDAQ,17293.0,132984.0,0.3811,0.38,-0.22,-1.77,2024-10-29T04:00:00.000+0000,22776940.0,1733259600
OMIC,"Singular Genomics Systems, Inc.",21.45,-1.1976,-0.26,21.01,21.46,23.41,5.34,0.053877681,17.69768,12.808685,NASDAQ,7800.0,109506.0,21.01,21.71,-34.68,-0.62,2025-02-27T12:00:00.000+0000,2511780.0,1733259600
OMOAX,Vivaldi Multi-Strategy Fund,23.63,0.0,0.0,23.63,23.63,23.68,23.44,0.041665078,23.579428,23.579428,NASDAQ,0.0,0.0,23.63,23.63,0.0,,,1763228.0,1686355241
OMOIX,Vivaldi Multi-Strategy Fund Class I,24.08,0.0,0.0,24.08,24.08,24.12,23.88,0.04166507,24.023428,24.023428,NASDAQ,0.0,0.0,24.08,24.08,0.0,,,1730277.0,1686355280
OMP,Oasis Midstream Partners LP,23.86,0.0,0.0,23.85,24.82,35.7,16.75,0.0,23.6766,23.7689,NASDAQ,1698447.0,153574.0,24.44,23.86,2.945,8.101867572156197,2022-02-22T05:00:00.000+0000,0.0,0
OMSIX,Invesco Main Street Fund Class R6,62.95,0.1113,0.07,62.95,62.95,62.95,48.36,11.844609994,61.1382,57.2645,NASDAQ,0.0,0.0,62.95,62.88,1.72,36.6,,188159015.0,1733274053
ON,ON Semiconductor Corporation,69.81,-5.5984,-4.14,69.69,73.17,86.77,59.34,29.72488857,70.2764,72.01955,NASDAQ,8447435.0,6016355.0,72.54,73.95,4.03,17.32,2025-02-03T05:00:00.000+0000,425797000.0,1733259600
ONB,Old National Bancorp,23.06,0.3045,0.07,22.78,23.225,23.76,15.36,7.35549432,19.9514,18.06255,NASDAQ,2120015.0,2348323.0,22.99,22.99,1.65,13.98,2025-01-21T13:30:00.000+0000,318972000.0,1733259600
ONBPO,Old National Bancorp,25.05,-0.2787,-0.07,25.02,25.36,26.33,23.63,7.309821111,25.33118,25.10323,NASDAQ,7417.0,3853.0,25.13,25.12,0.891,28.11,2025-01-21T13:30:00.000+0000,291809226.0,1733259600
ONBPP,Old National Bancorp,25.315,-0.5305,-0.135,25.315,25.49,26.355,24.0,7.294266935,25.40098,25.136724,NASDAQ,2114.0,2757.0,25.41,25.45,0.891,28.41,2025-01-21T13:30:00.000+0000,288140112.0,1733259600
ONCO,"Onconetix, Inc.",0.6121,0.0163,0.0001,0.5907,0.668,21.4,0.5907,0.005077207,3.34594,5.404485,NASDAQ,187482.0,734462.0,0.6395,0.612,-109.2,-0.01,2025-03-06T12:00:00.000+0000,8294734.0,1733259600
ONCR,"Oncorus, Inc.",0.126,-3.0769,-0.004,0.125,0.2,0.47,0.01,0.0,0.025956,0.102261,NASDAQ,135947.0,108675.0,0.1268,0.13,-3.48,-0.03620689655172414,2024-03-22T12:30:00.000+0000,0.0,1703879717
ONCS,OncoSec Medical Incorporated,0.2772,31.8744,0.067,0.252,0.3968,20.46,0.18,0.001652822,0.6292,3.6963,NASDAQ,51295233.0,2131119.0,0.3529,0.2102,-20.31,-0.013648449039881832,2020-12-11T10:59:00.000+0000,5962560.0,1687550406
ONCT,"Oncternal Therapeutics, Inc.",0.5266,-24.121,-0.1674,0.5266,0.7,13.2,0.5266,0.001558552,1.2862,5.82495,NASDAQ,644135.0,140401.0,0.7,0.694,-11.69,-0.05,2025-03-06T05:00:00.000+0000,2959650.0,1733173200
ONCY,Oncolytics Biotech Inc.,0.8819,-3.0559,-0.0278,0.87,0.92,1.53,0.84,0.067971649,1.089,1.0535,NASDAQ,421278.0,472941.0,0.9,0.9097,-0.26,-3.39,2025-03-05T10:00:00.000+0000,77074100.0,1733259600
ONDS,Ondas Holdings Inc.,0.797,-2.8167,-0.0231,0.7,0.86,1.985,0.537,0.061602202,0.81144,0.863755,NASDAQ,4233223.0,988833.0,0.85,0.8201,-0.72,-1.11,2025-03-10T12:00:00.000+0000,77292600.0,1733259600
ONEM,"1Life Healthcare, Inc.",16.47,0.0,0.0,15.98,16.57,17.55,5.94,3.401697462,16.1282,15.200025,NASDAQ,15268322.0,2425987.0,16.0,16.47,-2.12,-7.768867924528302,2023-05-02T10:59:00.000+0000,206539008.0,1677013205
ONEQ,Fidelity Nasdaq Composite Index ETF,76.86,0.51,0.39,76.34,76.86,76.86,55.62,7.421847475,73.2034,68.2448,NASDAQ,209796.0,241247.0,76.47,76.47,1.9343029,39.74,,96563199.0,1733259600
ONEW,OneWater Marine Inc.,21.47,-2.3647,-0.52,21.215,22.105,35.86,18.55,0.314039543,22.338,24.518175,NASDAQ,74293.0,84346.0,21.87,21.99,-0.39,-55.05,2025-01-30T13:30:00.000+0000,14626900.0,1733259600
ONFO,"Onfolio Holdings, Inc.",1.6548,6.418,0.0998,1.55,1.7476,1.88,0.389,0.008484815,1.1599,0.88359,NASDAQ,40715.0,34026.0,1.59,1.555,-0.6,-2.76,2025-04-09T12:00:00.000+0000,5127396.0,1733259600
ONFOW,"Onfolio Holdings, Inc.",0.2579,17.2273,0.0379,0.23,0.2703,0.2703,0.23,0.008294776,0.0,0.0,NASDAQ,8922.0,0.0,0.23,0.22,0.0,,2023-03-31T00:00:00.000+0000,32162759.0,1733259600
ONMD,OneMedNet Corporation,1.13,5.6075,0.06,0.97,1.28,3.37,0.42,0.031625762,0.77152,0.906765,NASDAQ,517876.0,264050.0,1.01,1.07,-0.98,-1.15,2024-03-29T04:00:00.000+0000,27987400.0,1733259600
ONMDW,OneMedNet Corporation,0.0214,38.0645,0.0059,0.0214,0.0305,0.0305,0.0214,0.000505718,0.0,0.0,NASDAQ,13400.0,0.0,0.027499,0.0155,,,,23631662.0,1733259600
ONTX,"Onconova Therapeutics, Inc.",0.9953,-0.47,-0.0047,0.7655,1.0,1.45,0.5509,0.020904684,0.815224,0.7833635,NASDAQ,1254618.0,126338.0,0.9999,1.0,-0.96,-1.0367708333333332,2024-05-13T00:00:00.000+0000,21003400.0,1712088001
ONTXW,Onconova Therapeutics Inc. Warrants,0.0671,-25.444445,-0.0229,0.06,0.0911,0.0911,0.06,0.0,0.0,0.0,NASDAQ,415931.0,0.0,0.0911,0.09,,0.0,,0.0,0
ONVI,13996,,,,,,,,0.0,0.0,0.0,NASDAQ,0.0,0.0,,,,0.0,2017-09-30T00:00:00.000+0000,0.0,1561759658
ONVO,"Organovo Holdings, Inc.",0.4701,-4.8188,-0.0238,0.4451,0.4939,1.74,0.32,0.007223463,0.4364,0.73865,NASDAQ,194666.0,128963.0,0.478,0.4939,-1.04,-0.45,2025-02-06T21:00:00.000+0000,15365800.0,1733259600
ONYX,Onyx Acquisition Co. I,11.39,-0.1753,-0.02,11.39,11.42,11.5,10.97,0.090498789,11.363576,11.241079,NASDAQ,11034.0,1393.0,11.4,11.41,-0.04,-284.75,2024-08-14T00:00:00.000+0000,7945460.0,1730491200
ONYXU,Onyx Acquisition Co. I,11.31,-0.2645,-0.03,11.31,11.31,12.84,10.99,0.090498786,11.2836,11.3913,NASDAQ,1302.0,50.0,11.31,11.34,-0.035,-323.14285714285717,2024-08-14T00:00:00.000+0000,8001661.0,1728936000
ONYXW,Onyx Acquisition Co. I,0.001,0.0,0.0,0.001,0.0025,0.0025,0.001,8.803e-06,0.0,0.0,NASDAQ,251.0,0.0,0.0025,0.001,0.0,,2023-03-31T00:00:00.000+0000,8803333.0,1730491200
OP,OceanPal Inc.,1.43,-1.7182,-0.025,1.4067,1.47,3.145,1.4,0.010656327,1.59004,1.981025,NASDAQ,10389.0,14257.0,1.47,1.455,-3.43,-0.42,2024-12-04T05:00:00.000+0000,7451977.0,1733259600
OPAL,OPAL Fuels Inc.,3.79,0.2646,0.01,3.71,3.89,6.08,3.04,0.107747805,3.7321,4.213375,NASDAQ,211137.0,92041.0,3.8,3.78,0.18,21.06,2025-03-12T04:00:00.000+0000,28429500.0,1733259600
OPALW,OPAL Fuels Inc.,1.46,-7.5949,-0.12,1.46,2.07,2.07,1.46,0.634280645,0.0,0.0,NASDAQ,8004.0,0.0,2.07,1.58,0.0,0.0,2023-03-31T00:00:00.000+0000,434438798.0,1726603200
OPBK,OP Bancorp,17.705,-0.141,-0.025,17.48,17.75,18.29,8.91,0.262241148,14.456,11.5323,NASDAQ,10889.0,25990.0,17.64,17.73,1.4,12.65,2025-01-23T10:59:00.000+0000,14811700.0,1733259600
OPCH,"Option Care Health, Inc.",23.59,-2.1973,-0.53,23.55,24.2,34.63,21.39,4.01456979,26.8468,29.69575,NASDAQ,1760900.0,1987495.0,24.12,24.12,1.19,19.82,2025-02-20T13:30:00.000+0000,170181000.0,1733259600
OPEN,Opendoor Technologies Inc.,2.16,1.4084,0.03,2.05,2.19,4.89,1.52,1.5445512,1.888,2.209,NASDAQ,32347875.0,36685471.0,2.07,2.13,-0.54,-4.0,2025-02-13T10:59:00.000+0000,715070000.0,1733259600
OPGIX,Invesco Global Opportunities Fund,50.55,-0.0395,-0.02,50.55,50.55,51.54,45.53,2.885110516,50.2626,48.88125,NASDAQ,0.0,0.0,50.55,50.57,,,,57074392.0,1733274105
OPGN,"OpGen, Inc.",1.6,14.2857,0.2,1.41,1.6,9.9,1.4,0.01610896,1.76198,3.281535,NASDAQ,2514.0,2822.0,1.41,1.4,-36.95,-0.04,2024-11-15T21:00:00.000+0000,10068100.0,1733256125
OPHC,"OptimumBank Holdings, Inc.",5.11,1.5905,0.08,5.0,5.1491,5.9,3.42,0.0515599,4.7428,4.4818,NASDAQ,53536.0,52057.0,5.1045,5.03,1.33,3.84,2025-02-03T10:59:00.000+0000,10090000.0,1733259600
OPI,Office Properties Income Trust,1.58,-1.25,-0.02,1.55,1.625,7.53,1.06,0.090888522,1.7396,2.1353,NASDAQ,980543.0,1112569.0,1.62,1.6,-0.12,-13.17,2025-02-13T21:00:00.000+0000,57524381.0,1733259600
OPINL,Office Properties Income Trust,12.01,1.9525,0.23,11.87,12.135,14.895,9.621,0.092811791,13.1178,11.56695,NASDAQ,14870.0,25126.0,11.87,11.78,0.0,,2025-02-13T21:00:00.000+0000,7493696.0,1733259600
OPK,"OPKO Health, Inc.",1.58,3.268,0.05,1.51,1.59,1.75,0.85,1.07832314,1.5146,1.35795,NASDAQ,10769052.0,3833877.0,1.52,1.53,-0.19,-8.32,2025-02-25T05:00:00.000+0000,682483000.0,1733259600
OPMIX,Invesco Main Street Mid Cap Fund Class R6,38.04,0.0,0.0,38.04,38.04,38.23,28.76,2.546649082,35.8356,33.22985,NASDAQ,0.0,0.0,38.04,38.04,,,,66946611.0,1733274053
OPNT,"Opiant Pharmaceuticals, Inc.",20.65,0.0,0.0,20.56,20.94,27.36,7.34,0.108798242,20.503,14.79382,NASDAQ,562778.0,72355.0,20.8765,20.65,-6.53,-3.1623277182235836,2022-08-03T20:00:00.000+0000,5268680.0,1677704404
OPOF,Old Point Financial Corporation,22.55,0.535,0.12,22.25,22.79,22.85,13.49,0.114502135,19.8948,17.13975,NASDAQ,3512.0,8874.0,22.25,22.43,1.61,14.01,2025-01-28T10:59:00.000+0000,5077700.0,1733259600
OPRA,Opera Limited,20.07,-0.7418,-0.15,19.7,20.195,20.7,10.11,1.775796691,16.956,14.58975,NASDAQ,312434.0,470988.0,20.09,20.22,1.8,11.15,2025-02-26T13:30:00.000+0000,88480154.0,1733259600
OPRT,Oportun Financial Corporation,4.09,8.7766,0.33,3.77,4.34,4.6,2.05,0.14712139,2.886,3.010875,NASDAQ,395543.0,139090.0,3.85,3.76,-3.29,-1.24,2025-03-11T04:00:00.000+0000,35971000.0,1733259600
OPRX,OptimizeRx Corporation,5.19,-5.9783,-0.33,5.16,5.52,16.65,3.78,0.095604471,6.0362,9.64485,NASDAQ,140874.0,220623.0,5.52,5.52,-1.34,-3.87,2025-02-26T12:00:00.000+0000,18420900.0,1733259600
OPT,Opthea Limited,3.77,1.8919,0.07,3.655,3.86,5.45,1.79,0.580151163,4.16078,3.2579,NASDAQ,10837.0,31196.0,3.73,3.7,-2.76,-1.37,2025-02-26T10:00:00.000+0000,153886250.0,1733259600
